State,St_Code,Year,NDVI,Tr_State,Post,DiD,Rainfall_June,RainyDays_June,Rainfall_May,RainyDays_May,Rainfall_P1,RainyDays_P1,Rainfall_P2,RainyDays_P2,Temp_June,Temp_May,Temp_P1,Temp_P2,Time_To_Treatment,Log_NDVI,Log_Rainfall_June,Log_Rainfall_May,Log_Temp_June,Log_Temp_May,GSDP,AgGDP,Population,SoD,RiceT,RiceK
Kerala,7,2009,0.6537246,0,1,0,451.6483871,30,251.7597852,31,171.2732914,41,453.9263559,41,298.3744987,299.8499506,300.2688156,298.8249163,0,-0.425069117,6.112903972,5.5284754,5.698349404,5.703282185,NA,NA,NA,NA,234.02,77.26
Kerala,7,2010,0.708102665,0,1,0,585.1408577,30,239.9949946,31,143.6956456,41,398.5659859,41,298.6513473,300.3836226,301.1943956,297.9327815,1,-0.345166189,6.371852601,5.480618067,5.699276831,5.7050604,NA,NA,NA,NA,NA,NA
Kerala,7,2011,0.646686281,0,1,0,467.8836871,30,220.7665625,31,164.5262229,41,359.247586,41,298.3024693,299.7542413,300.0740983,298.3963534,2,-0.435893985,6.148219733,5.397105865,5.69810797,5.702962943,NA,NA,NA,NA,NA,NA
Kerala,7,2012,0.595920927,0,1,0,448.1145815,30,149.7826065,31,102.9378789,41,295.8419031,41,298.3077973,299.9443568,300.5629617,298.3900395,3,-0.517647294,6.105048962,5.009184953,5.69812583,5.70359698,NA,NA,NA,NA,NA,NA
Kerala,7,2013,0.64075064,0,1,0,799.0231187,30,224.7101895,31,98.07055639,41,239.6791361,41,297.527481,300.0924329,300.8123824,298.517521,4,-0.445114915,6.68338988,5.414811525,5.695506594,5.704090537,NA,NA,NA,NA,NA,NA
Kerala,7,2014,0.644434755,0,1,0,314.6307621,30,322.2013391,31,100.3041557,41,401.248633,41,299.108952,300.0646942,301.0558432,298.5841971,5,-0.439381695,5.751399767,5.775176627,5.700807895,5.703998099,NA,NA,NA,NA,NA,NA
Kerala,7,2015,0.684101397,0,1,0,386.8376241,30,302.7337963,31,173.1437974,41,332.2788132,41,298.6694347,299.812579,300.4133441,298.8930215,6,-0.379649131,5.958005029,5.712853859,5.699337392,5.703157543,NA,NA,NA,NA,NA,NA
Kerala,7,2016,0.631041744,0,1,0,486.1672391,30,276.5513257,31,87.39746216,41,225.8283131,41,298.1992927,300.53683,301.8968051,298.6387624,7,-0.460383263,6.186552678,5.62239643,5.69776203,5.705570309,NA,NA,NA,NA,NA,NA
Madhya Pradesh,8,2002,0.355211891,0,0,0,146.2255387,30,7.278475938,30,4.173824608,38,29.64963221,34,304.4614403,307.6260868,302.1466259,296.9952627,-7,-1.035040792,4.985150215,1.984921491,5.718544446,5.728885041,NA,NA,NA,NA,1671.14,1671.14
Madhya Pradesh,8,2003,0.386424625,0,0,0,138.1337106,29,0.873697933,25,7.390083789,35,7.025456835,38,305.2717873,307.0821613,302.0049278,296.742138,-6,-0.950818449,4.928222134,-0.135020577,5.721202486,5.727115338,NA,NA,NA,NA,1708.63,1708.63
Madhya Pradesh,8,2004,0.36738231,0,0,0,165.4136745,30,5.427217931,30,1.138923983,18,16.88134178,23,303.7352823,306.7523477,303.6508566,296.1555985,-5,-1.001352257,5.108449455,1.691426651,5.71615654,5.726040737,11292689,2753979,NA,48,1675.56,1675.56
Madhya Pradesh,8,2005,0.369783537,0,0,0,141.2635227,30,3.405707367,27,0.880675846,21,17.81564517,20,306.3078237,306.7462852,301.43361,296.0494251,-4,-0.99483748,4.950627101,1.225452662,5.724590556,5.726020973,11891946,3058330,NA,NA,1700.47,1700.47
Madhya Pradesh,8,2006,0.375841582,0,0,0,78.20574874,30,15.70242782,31,14.74846481,41,12.28352393,32,304.7223067,306.4214181,300.4969344,297.114642,-3,-0.978587549,4.359343158,2.753815339,5.719400892,5.724961338,12989612,3415396,66487.5,NA,1674.05,1674.05
Madhya Pradesh,8,2007,0.365896602,0,0,0,134.4863221,30,4.845779541,31,9.758820637,27,5.203727795,23,304.8769833,306.4897574,301.8898405,296.7603354,-2,-1.005404494,4.901462499,1.578108128,5.719908362,5.725184337,13598571,3593132,NA,NA,1634.94,1634.94
Madhya Pradesh,8,2008,0.370662313,0,0,0,326.7211546,30,5.987633334,31,12.03124114,36,6.433879851,33,301.7033357,306.1849029,301.5252054,297.4652888,-1,-0.992463838,5.789107069,1.789696231,5.709444202,5.724189177,15294616,4400691,NA,NA,1706.57,1706.57
Madhya Pradesh,8,2009,0.3880608,0,1,0,57.45390029,30,6.701029948,31,5.161753,40,71.05803226,24,306.5539923,306.9924797,301.9156022,296.6500012,0,-0.946593251,4.050982892,1.902261238,5.725393898,5.726823251,NA,NA,NA,NA,1593.09,0
Madhya Pradesh,8,2010,0.375828797,0,1,0,65.87016229,30,2.243489569,31,0.818928896,31,58.9148958,40,306.258049,308.4425277,304.1605759,297.8357541,1,-0.978621566,4.187685566,0.808032497,5.724428044,5.73153553,NA,NA,NA,NA,NA,NA
Madhya Pradesh,8,2011,0.357766167,0,1,0,311.708131,30,3.460851766,31,3.473172941,41,0.195529274,18,303.2116723,307.2639568,301.5536532,297.4815705,2,-1.027875671,5.742067272,1.241514734,5.71443115,5.727707172,NA,NA,NA,NA,NA,NA
Madhya Pradesh,8,2012,0.342576214,0,1,0,35.13288581,30,5.586289975,31,2.944025965,41,6.133702294,26,305.8538247,306.9380774,301.5297905,296.2380959,3,-1.071261123,3.559137609,1.720315377,5.723107291,5.726646025,NA,NA,NA,NA,NA,NA
Madhya Pradesh,8,2013,0.390281197,0,1,0,291.4301148,30,0.317890973,25,18.42759337,35,18.48895957,29,302.305741,307.7679839,301.1607885,296.0062232,4,-0.940887782,5.674800234,-1.146046807,5.711438893,5.7293462,NA,NA,NA,NA,NA,NA
Madhya Pradesh,8,2014,0.331135703,0,1,0,26.2180779,30,2.889766983,30,6.832330135,33,31.88187587,32,306.5112953,306.0124823,300.9707473,297.4610968,5,-1.105227009,3.266449169,1.06117587,5.725254607,5.723625893,NA,NA,NA,NA,NA,NA
Madhya Pradesh,8,2015,0.353244282,0,1,0,155.1433644,30,5.317301343,31,60.58609815,40,31.32704894,41,304.3403897,307.6488619,299.9931568,298.4018154,6,-1.040595444,5.044349621,1.670965908,5.718146778,5.728959074,NA,NA,NA,NA,NA,NA
Madhya Pradesh,8,2016,0.376887714,0,1,0,110.884069,30,10.99324837,31,11.33669607,31,0.171184819,16,305.856596,307.2098035,302.7057668,296.4518788,7,-0.975807977,4.708485232,2.3972813,5.723116352,5.727530913,NA,NA,NA,NA,NA,NA
Maharashtra,9,2002,0.364313448,0,0,0,346.9122092,30,15.13295373,31,9.783358316,41,48.14331156,40,301.582229,305.4579932,302.9486659,297.757979,-7,-1.009740661,5.849071749,2.716874732,5.709042712,5.721812267,NA,NA,NA,NA,1523.3,1496.8
Maharashtra,9,2003,0.389774239,0,0,0,199.814088,30,1.195343354,31,13.77344557,41,15.28277359,41,302.515624,305.8320784,302.5456359,298.4676349,-6,-0.942187582,5.297387374,0.17843347,5.712132926,5.723036188,NA,NA,NA,NA,1529.9,1500.4
Maharashtra,9,2004,0.368836711,0,0,0,192.2852531,30,42.1011981,31,2.920014522,39,27.22635875,37,301.5890783,304.5525732,303.5919844,297.9293576,-5,-0.99740125,5.258979963,3.740076199,5.709065423,5.718843727,41547968,3442261,NA,48,1508.7,1488.2
Maharashtra,9,2005,0.379189795,0,0,0,195.6768489,30,7.351681019,31,8.306396432,39,68.90445306,27,303.4860503,305.5838494,302.4953656,296.6962041,-4,-0.969718421,5.276464568,1.994928997,5.715335647,5.722224207,47092933,3989710,NA,NA,1512.5,1473.7
Maharashtra,9,2006,0.395931505,0,0,0,200.2640278,30,70.47869218,31,14.5269558,41,28.86367148,41,301.991979,304.8361781,301.6491698,298.0218137,-3,-0.92651405,5.299636635,4.255310426,5.710400457,5.719774511,53465395,5097125,104626.5,NA,1529.3,1491.3
Maharashtra,9,2007,0.386495939,0,0,0,319.5139884,30,13.94910754,31,8.736853252,40,20.99682324,34,302.0554487,305.2688039,303.0542327,298.20996,-2,-0.950633918,5.766801055,2.635415531,5.710610605,5.721192713,59483158,6471248,NA,NA,1576.7,1535.3
Maharashtra,9,2008,0.370578466,0,0,0,189.7863535,30,5.574100376,31,45.78405527,41,12.5096019,35,301.396417,305.3922752,301.9861454,298.4437612,-1,-0.992690073,5.245898984,1.718130937,5.708426398,5.721597098,61019135,5919787,NA,NA,1521.5,1499.5
Maharashtra,9,2009,0.3984303,0,1,0,94.92176219,30,13.8747197,31,6.230815899,41,96.4312607,36,303.460187,305.4675432,303.136909,298.2802963,0,-0.920222702,4.553052996,2.630068457,5.715250422,5.721843531,NA,NA,NA,NA,1470.6,1450
Maharashtra,9,2010,0.398589534,0,1,0,206.2715836,30,7.514823547,31,3.875582794,40,131.2610909,41,302.796118,306.6847974,304.0888524,298.4678688,1,-0.919823128,5.329193668,2.016877543,5.713059701,5.725820502,NA,NA,NA,NA,NA,NA
Maharashtra,9,2011,0.371693788,0,1,0,171.7324532,30,8.499164817,31,5.846482696,41,26.41685452,33,301.392326,305.2307448,302.2516663,298.5725054,2,-0.989684914,5.145937761,2.139967902,5.708412825,5.721068031,NA,NA,NA,NA,NA,NA
Maharashtra,9,2012,0.358033504,0,1,0,124.0554351,30,7.51901475,31,4.076099751,41,27.42000402,33,302.7685543,305.6584694,303.0838785,297.5992793,3,-1.02712871,4.820728523,2.017435112,5.712968667,5.722468365,NA,NA,NA,NA,NA,NA
Maharashtra,9,2013,0.38287119,0,1,0,413.8894251,30,5.56596559,31,6.324064219,38,35.61941002,37,300.317345,306.3685268,302.8901295,297.6904351,4,-0.960056665,6.025598849,1.716670481,5.704839732,5.724788713,NA,NA,NA,NA,NA,NA
Maharashtra,9,2014,0.343803646,0,1,0,48.60327711,30,15.69566003,31,9.736073282,40,58.8348999,35,304.025222,305.03667,302.4196283,298.8953795,5,-1.067684581,3.883690959,2.753384243,5.717110665,5.720431999,NA,NA,NA,NA,NA,NA
Maharashtra,9,2015,0.367387509,0,1,0,273.279927,30,20.06394206,31,42.19399794,41,11.27950519,41,301.8686223,306.043701,301.7429012,299.7579363,6,-1.001338105,5.610496643,2.998924277,5.709991897,5.723727905,NA,NA,NA,NA,NA,NA
Maharashtra,9,2016,0.385083382,0,1,0,228.1929499,30,14.93786876,31,8.753788875,38,2.941014831,30,302.9712467,306.0564884,304.0861356,297.4890676,7,-0.954295392,5.430191542,2.703899516,5.713637906,5.723769687,NA,NA,NA,NA,NA,NA
Orissa,10,2002,0.49381596,0,0,0,253.8296074,30,42.23806528,30,32.61475682,41,63.07849526,41,302.0610327,305.5048035,301.9558354,297.1002117,-7,-0.705592382,5.536663205,3.743321835,5.710629092,5.721965502,NA,NA,NA,NA,4273,4273
Orissa,10,2003,0.486360924,0,0,0,208.469042,30,9.257296119,31,60.89082063,41,115.3176635,41,303.4977643,305.6670406,301.5519739,297.3624805,-6,-0.720804289,5.339790551,2.22541201,5.715374244,5.722496407,NA,NA,NA,NA,4501,4501
Orissa,10,2004,0.510055791,0,0,0,214.5295986,30,31.09050881,31,20.16069503,37,21.68408404,39,302.1716843,304.4865355,302.726671,297.049851,-5,-0.673235165,5.368447718,3.43690259,5.710995347,5.718626868,7772943,1460377,NA,18,4492,824
Orissa,10,2005,0.468256277,0,0,0,153.033808,30,28.55135216,31,40.47281734,41,180.6737847,39,304.462829,304.7113177,301.7516141,296.6653722,-4,-0.758739533,5.030658864,3.351704296,5.718549007,5.719364829,8214472,1570754,NA,NA,4479,781
Orissa,10,2006,0.548794136,0,0,0,198.9102895,30,98.94826882,31,34.36262413,41,61.66578058,40,302.1712343,303.0887568,301.2696724,297.5778151,-3,-0.600031888,5.292853916,4.594597176,5.710993858,5.714025689,9270083,1781141,39389.5,NA,4451,757
Orissa,10,2007,0.501873925,0,0,0,305.9654017,30,55.0695305,31,26.62433049,40,43.05374569,40,302.2055023,304.1356023,301.7221539,297.3378544,-2,-0.689406336,5.723472029,4.008596578,5.711107257,5.717473662,10284562,2644483,NA,NA,4452,742
Orissa,10,2008,0.469400285,0,0,0,376.7383295,30,24.25597871,31,70.06163994,39,35.79684629,41,300.5599017,304.5476897,300.9236898,297.9885334,-1,-0.756299388,5.93155086,3.188663132,5.705647074,5.718827691,11081178,2655703,NA,NA,4455,707
Orissa,10,2009,0.4829604,0,1,0,81.23495831,30,67.49648096,31,16.77247077,41,37.84434833,40,304.499271,304.5307235,302.3017556,297.907929,0,-0.727820616,4.397345676,4.212075463,5.718668693,5.71877198,NA,NA,NA,NA,4365,687
Orissa,10,2010,0.491349161,0,1,0,214.8945377,30,73.70250397,31,10.6826116,40,154.8504149,41,302.972156,304.0714074,303.7599032,298.0353678,1,-0.710600282,5.370147385,4.300036774,5.713640907,5.717262567,NA,NA,NA,NA,NA,NA
Orissa,10,2011,0.525651454,0,1,0,297.4125422,30,34.82474264,31,35.82003409,41,20.52319433,40,301.5170667,303.9519329,301.19094,297.6068737,2,-0.643116921,5.695120206,3.55032813,5.70882662,5.716869573,NA,NA,NA,NA,NA,NA
Orissa,10,2012,0.450878628,0,1,0,231.813992,30,26.10468613,31,18.96595929,41,77.85185697,39,303.502376,304.9668877,302.0577105,296.9638302,3,-0.796557093,5.445935291,3.262114844,5.715389439,5.720203206,NA,NA,NA,NA,NA,NA
Orissa,10,2013,0.535487718,0,1,0,328.165069,30,40.69178339,31,28.1481198,41,270.6772319,38,301.2484807,305.0875723,302.3963661,296.6193654,4,-0.624577325,5.793516741,3.70602619,5.707935441,5.720598858,NA,NA,NA,NA,NA,NA
Orissa,10,2014,0.520361475,0,1,0,188.9253807,30,115.1560696,31,14.65198181,40,92.30805892,40,303.1448047,303.6221045,302.0469359,297.766258,5,-0.653231565,5.241352126,4.746288335,5.714210595,5.715783851,NA,NA,NA,NA,NA,NA
Orissa,10,2015,0.507000691,0,1,0,303.991036,30,43.80224575,31,47.48473337,41,47.09666984,41,301.8904307,304.6752348,301.5220602,298.6811,6,-0.679242912,5.716998214,3.779685089,5.710064139,5.719246405,NA,NA,NA,NA,NA,NA
Orissa,10,2016,0.511178125,0,1,0,198.3448868,30,74.39726806,31,18.96621212,41,34.50475553,37,302.8120613,304.3372803,303.3159634,297.5869629,7,-0.671037168,5.290007368,4.309419222,5.713112353,5.718136561,NA,NA,NA,NA,NA,NA
Rajasthan,11,2002,0.160680408,0,0,0,52.31003857,30,11.34126906,31,3.123882714,33,3.591579308,34,307.57595,308.6582848,302.2167617,298.717281,-7,-1.82833793,3.957188295,2.428448202,5.728722049,5.732234791,NA,NA,NA,NA,83.58,83.58
Rajasthan,11,2003,0.151272026,0,0,0,63.8740453,30,2.895850368,23,1.632560114,35,0.043186749,27,307.2197343,307.31668,302.07147,297.6750034,-6,-1.888675566,4.156913102,1.063278805,5.727563239,5.727878747,NA,NA,NA,NA,99.76,99.76
Rajasthan,11,2004,0.169538229,0,0,0,29.78175155,30,2.672903947,26,0.345673477,15,5.135473104,23,306.7065843,307.3730429,303.7508027,297.1303393,-5,-1.774676838,3.393895842,0.983165502,5.725891539,5.728062133,12774565,2791717,NA,125,101.37,101.37
Rajasthan,11,2005,0.172275362,0,0,0,45.1834901,30,6.08905487,28,1.285747009,17,0.145789827,12,307.603162,306.5434639,300.8713902,297.9055893,-4,-1.75866114,3.810731757,1.806492876,5.728810517,5.725359552,13628496,2912790,NA,NA,107.5,107.5
Rajasthan,11,2006,0.169028623,0,0,0,54.34353863,30,5.261131478,31,5.956872216,41,4.740759496,37,306.2444917,308.2974648,300.6524227,298.6764495,-3,-1.777687212,3.995325722,1.660346114,5.724383775,5.731065112,15218867,3519674,62527.5,NA,107.8,107.8
Rajasthan,11,2007,0.172388614,0,0,0,41.41839833,30,5.035800764,31,12.17652064,24,0.16336459,15,307.0569857,307.5466306,301.4891073,298.1884966,-2,-1.758003967,3.723725186,1.616572553,5.727033351,5.72862672,16001662,4232949,NA,NA,127.84,127.84
Rajasthan,11,2008,0.180593824,0,0,0,94.38923244,30,20.13532723,31,16.59297417,36,2.512002987,29,304.875609,305.9735323,301.2339429,298.9159112,-1,-1.711504836,4.547427004,3.002475846,5.719903854,5.723498602,17455575,4773855,NA,NA,133.42,133.42
Rajasthan,11,2009,0.1642136,0,1,0,20.26900958,30,8.460203337,31,5.178810092,37,10.22023371,25,307.4202633,308.1680265,301.2746549,297.7906344,0,-1.80658726,3.009093098,2.135373208,5.728215747,5.730645175,NA,NA,NA,NA,150.72,150.72
Rajasthan,11,2010,0.157400336,0,1,0,34.27896721,30,1.467911199,31,0.413760061,35,35.53372354,35,307.6760607,309.4098245,304.7642249,298.5360956,1,-1.848962808,3.534531965,0.383840437,5.729047478,5.734666691,NA,NA,NA,NA,NA,NA
Rajasthan,11,2011,0.182359925,0,1,0,65.90102122,30,4.831144364,31,2.591942643,41,0.077419722,17,306.939123,307.7665574,301.1118905,298.770489,2,-1.701772935,4.188153938,1.575083368,5.726649432,5.729341565,NA,NA,NA,NA,NA,NA
Rajasthan,11,2012,0.171873958,0,1,0,6.545267205,30,7.314928916,31,5.97691961,41,1.696253321,23,307.548934,307.1115784,301.0047132,297.2081107,3,-1.760993873,1.878742224,1.989917317,5.72863421,5.727211129,NA,NA,NA,NA,NA,NA
Rajasthan,11,2013,0.194371126,0,1,0,61.97866542,30,1.436949156,24,7.194348237,35,6.078174333,23,306.311777,307.8431861,300.7570349,296.8123971,4,-1.637985927,4.12679022,0.362522224,5.724603462,5.729590517,NA,NA,NA,NA,NA,NA
Rajasthan,11,2014,0.182584032,0,1,0,5.009529204,30,11.03629619,30,8.612826753,36,4.176725737,31,308.434195,306.2762245,300.3503461,298.1993659,5,-1.700544763,1.611341939,2.401189495,5.731508514,5.724487389,NA,NA,NA,NA,NA,NA
Rajasthan,11,2015,0.19197509,0,1,0,54.71775103,30,5.697130732,30,37.3158923,39,4.814084411,40,306.2869507,308.1378435,300.59156,298.645278,6,-1.650389655,4.002188173,1.739962668,5.72452241,5.730547227,NA,NA,NA,NA,NA,NA
Rajasthan,11,2016,0.173947727,0,1,0,43.67912294,30,7.287110757,30,3.995858921,31,0.011890665,16,308.0885367,308.4866326,301.9993271,297.9540105,7,-1.749000444,3.776870252,1.986107138,5.730387198,5.731678512,NA,NA,NA,NA,NA,NA
Tamilnadu,12,2002,0.441696728,0,0,0,66.75246575,30,88.62827143,31,31.16863038,41,273.6533597,41,301.7164143,302.774799,301.9263578,298.7766544,-7,-0.817131768,4.200991237,4.484450897,5.709487551,5.712989292,NA,NA,NA,NA,1516.55,1516.55
Tamilnadu,12,2003,0.42290034,0,0,0,93.43731995,30,41.38130642,31,59.32581234,41,251.227828,41,302.3398127,303.5920745,301.9067105,298.6876468,-6,-0.860618731,4.537290837,3.722829243,5.711551592,5.71568494,NA,NA,NA,NA,1396.66,1396.66
Tamilnadu,12,2004,0.474205563,0,0,0,74.25000094,30,242.0263769,31,60.36218278,41,373.3712157,41,301.163721,300.8082916,302.5506568,298.1290529,-5,-0.746114374,4.30743779,5.489046716,5.70765404,5.706473157,21900322,2102673,NA,85,1872.83,1872.83
Tamilnadu,12,2005,0.473551962,0,0,0,73.38643139,30,76.92253677,31,160.4412215,41,388.5365865,41,302.2702353,303.0372255,301.3992324,298.3946722,-4,-0.747493632,4.29573906,4.342798899,5.711321436,5.713855654,24956705,2521885,NA,NA,2050.47,2050.47
Tamilnadu,12,2006,0.471034267,0,0,0,92.65639626,30,96.05330476,31,81.83197506,41,437.4250135,41,301.670086,302.4168045,301.7593576,298.3124029,-3,-0.752824434,4.528897987,4.564903295,5.70933399,5.711806213,28752968,3137477,67276.5,NA,1931.42,1931.42
Tamilnadu,12,2007,0.463360262,0,0,0,176.1198064,30,75.50304974,31,55.83150162,41,346.2897279,41,301.2310197,303.1814406,301.6323944,298.6216612,-2,-0.769250424,5.171164482,4.324173049,5.707877478,5.71433144,30515680,3574703,NA,NA,1789.18,1789.18
Tamilnadu,12,2008,0.472382631,0,0,0,76.45674424,30,78.52397711,31,224.4208041,41,236.2018388,41,301.7877723,302.9880539,300.2231356,298.9816654,-1,-0.749965963,4.336725146,4.363404019,5.70972403,5.713693379,32179336,3993740,NA,NA,1931.62,1931.62
Tamilnadu,12,2009,0.4761503,0,1,0,93.09722633,30,92.85106994,31,67.1273065,41,358.3342927,41,302.1689867,303.2460603,301.6289749,299.6744912,0,-0.742021718,4.533644391,4.530996811,5.710986419,5.714544556,NA,NA,NA,NA,1845.58,1845.58
Tamilnadu,12,2010,0.492765688,0,1,0,145.767587,30,80.31171637,31,30.00360528,41,300.1218024,41,301.891649,303.6150394,302.8922839,299.3575861,1,-0.707721496,4.982013483,4.385915518,5.710068175,5.715760581,NA,NA,NA,NA,NA,NA
Tamilnadu,12,2011,0.465148541,0,1,0,81.11765082,30,55.63790991,31,40.6542597,41,292.5377456,41,302.037687,303.1405519,301.772728,298.6780493,2,-0.765398481,4.39590058,4.018864802,5.710551801,5.714196566,NA,NA,NA,NA,NA,NA
Tamilnadu,12,2012,0.424586261,0,1,0,60.00610453,30,57.35327375,31,23.44438319,41,290.3513742,41,302.5768493,303.33514,302.2569,298.9341195,3,-0.856640088,4.094446299,4.049229926,5.712335293,5.714838267,NA,NA,NA,NA,NA,NA
Tamilnadu,12,2013,0.439818964,0,1,0,139.0146919,30,69.10090175,31,25.76213368,41,186.3435926,41,301.2675987,303.7703216,302.7369246,299.5856054,4,-0.821392082,4.934579625,4.235567781,5.707998902,5.716271895,NA,NA,NA,NA,NA,NA
Tamilnadu,12,2014,0.477494981,0,1,0,59.83314066,30,130.752267,31,15.45837696,41,353.0115937,41,303.5343003,303.3005461,302.5177515,298.9770651,5,-0.73920163,4.091559699,4.873304442,5.71549462,5.714724215,NA,NA,NA,NA,NA,NA
Tamilnadu,12,2015,0.528997232,0,1,0,89.4234594,30,153.7212275,31,97.76711139,41,422.6375542,41,301.963705,302.1997268,301.6695166,299.3543446,6,-0.63677208,4.493383057,5.035140751,5.710306828,5.711088146,NA,NA,NA,NA,NA,NA
Tamilnadu,12,2016,0.489836503,0,1,0,137.5634783,30,138.2662394,31,19.88557514,41,127.809716,41,301.567859,303.2751216,303.363419,300.3451983,7,-0.713683611,4.924085471,4.929181097,5.708995062,5.714640386,NA,NA,NA,NA,NA,NA
Telangana,13,2002,0.421518157,0,0,0,193.3952773,30,14.89197049,30,8.298507281,41,53.40820388,39,302.7867703,306.8422713,304.039128,298.301419,-7,-0.863892425,5.264736163,2.700822175,5.71302883,5.726333841,NA,NA,NA,NA,954.92,754.6
Telangana,13,2003,0.465668919,0,0,0,110.1935012,30,0.513944136,25,33.11147577,41,69.43609187,41,304.7934977,308.2269719,303.7871427,298.1113507,-6,-0.764280372,4.702237922,-0.665640704,5.71963449,5.730836433,NA,NA,NA,NA,1017.33,741.06
Telangana,13,2004,0.421278336,0,0,0,105.6711323,30,54.81377284,30,14.65437171,35,29.61863854,37,303.152832,304.76054,304.1607812,298.6069688,-5,-0.864461533,4.660331745,4.003941492,5.714237074,5.719526353,8994627,1401075,NA,57,858.53,650.86
Telangana,13,2005,0.435312745,0,0,0,65.95946126,30,18.0100741,29,15.3682996,41,132.9396596,30,305.063036,306.575511,303.6189615,297.2668776,-4,-0.831690552,4.18904033,2.890931273,5.720518431,5.72546409,10423333,1885913,NA,NA,1461.04,930.92
Telangana,13,2006,0.47661258,0,0,0,128.7462669,30,66.03574719,31,45.73428517,41,81.17786039,41,303.2812767,305.3422745,302.7218271,298.5201649,-3,-0.741051319,4.857843544,4.19019622,5.714660681,5.721433359,11634322,1960297,33498.125,NA,1489.01,959.81
Telangana,13,2007,0.437735667,0,0,0,282.3798843,30,13.7827704,31,15.29895469,34,40.61214981,36,302.5638393,306.9096574,303.2962898,298.1328229,-2,-0.826140051,5.643253272,2.62341929,5.712292294,5.726553429,12861773,2604591,NA,NA,1408,844
Telangana,13,2008,0.402741564,0,0,0,112.0605293,30,5.376420644,30,116.6456401,37,35.02842528,33,302.926178,306.6594116,301.9290593,298.6524929,-1,-0.909460203,4.719039165,1.682022845,5.713489139,5.725737723,14590178,3212082,NA,NA,1691.49,1025.71
Telangana,13,2009,0.4410933,0,1,0,58.11886441,30,33.22910578,31,6.359214419,41,49.63202069,33,304.6416767,306.6157461,303.5309383,299.3315088,0,-0.818498861,4.0624903,3.503426172,5.719136255,5.725595322,NA,NA,NA,NA,1115.02,594.89
Telangana,13,2010,0.431955165,0,1,0,112.8019317,30,70.71680654,31,4.613011207,40,157.5635853,41,304.0984637,307.1054397,305.0579541,298.7828502,1,-0.839433481,4.725633464,4.258683261,5.717351543,5.72719114,NA,NA,NA,NA,NA,NA
Telangana,13,2011,0.449574756,0,1,0,63.42532994,30,11.58806306,29,8.490814757,41,20.39694093,30,303.2050857,306.5089055,302.9379071,299.1937512,2,-0.79945313,4.149863308,2.449975522,5.714409427,5.72524681,NA,NA,NA,NA,NA,NA
Telangana,13,2012,0.429838134,0,1,0,108.09088,28,9.195126044,31,10.43977602,41,76.23515618,34,304.2886943,307.6166042,303.9250941,297.8605151,3,-0.844346574,4.682972354,2.218673566,5.717976903,5.728854216,NA,NA,NA,NA,NA,NA
Telangana,13,2013,0.443941441,0,1,0,293.5327421,30,8.421897686,31,6.80630781,39,120.0576925,36,301.6009213,307.8772771,304.1398973,298.01281,4,-0.812062615,5.681989191,2.130835181,5.709104691,5.729701253,NA,NA,NA,NA,NA,NA
Telangana,13,2014,0.414355858,0,1,0,45.22262956,30,43.62583323,30,6.576618681,35,99.67742328,35,305.1165457,305.3157306,303.3893873,298.9952212,5,-0.881030114,3.811597616,3.77564948,5.720693821,5.721346424,NA,NA,NA,NA,NA,NA
Telangana,13,2015,0.41121599,0,1,0,257.2471716,30,19.60963682,31,50.19996362,41,23.54519702,41,302.5775717,307.0923645,302.7439829,300.217199,6,-0.888636679,5.55003738,2.97602112,5.71233768,5.727148564,NA,NA,NA,NA,NA,NA
Telangana,13,2016,0.438968834,0,1,0,270.6462638,30,25.4674406,29,5.79154637,35,9.312094205,23,302.9806467,306.808961,305.5850412,298.4860227,7,-0.823326862,5.600812669,3.237400797,5.713668931,5.726225277,NA,NA,NA,NA,NA,NA
Uttar Pradesh,14,2002,0.362423224,0,0,0,73.76153398,30,25.63557311,30,4.595163775,41,18.19393331,40,305.4294127,305.7317277,300.8067641,296.239571,-7,-1.014942623,4.300837376,3.243980962,5.721718697,5.722708011,NA,NA,NA,NA,5213.51,5209.2
Uttar Pradesh,14,2003,0.361356555,0,0,0,159.7738165,30,5.227642021,30,12.02388111,41,5.407090871,40,305.7507017,305.7481848,300.2882027,296.0820717,-6,-1.017890121,5.073759168,1.65396032,5.722770069,5.722761838,NA,NA,NA,NA,5727.8,5719.92
Uttar Pradesh,14,2004,0.356809851,0,0,0,175.6811197,30,12.02191694,30,1.537620822,38,30.5166461,35,304.134515,305.9340084,302.2600739,295.2408498,-5,-1.030552269,5.168670532,2.486731395,5.717470087,5.72336942,26084066,7016710,NA,70,5934.47,5934.47
Uttar Pradesh,14,2005,0.364074403,0,0,0,106.2086097,29,8.32439819,30,7.010173541,36,16.29509226,34,307.3884257,305.6951174,300.3802,295.7700627,-4,-1.010397028,4.665405176,2.119190744,5.728112178,5.722588257,27781788,7660367,NA,NA,5571.55,5571.55
Uttar Pradesh,14,2006,0.387331169,0,0,0,142.1901922,30,32.65190755,31,27.05292594,41,7.187636568,41,304.796907,305.3360984,299.8206895,297.064329,-3,-0.948475218,4.957165543,3.485903278,5.719645676,5.721413132,30022535,8232034,183005,NA,5920.8,5902.63
